COMPNOS,NatureCode,INCIDENT_TYPE_DESCRIPTION,MAIN_CRIMECODE,REPTDISTRICT,REPORTINGAREA,FROMDATE,WEAPONTYPE,Shooting,DOMESTIC,SHIFT,Year,Month,DAY_WEEK,UCRPART,X,Y,STREETNAME,XSTREETNAME,Latitude,Longitude,Latitude_Fixed,Longitude_Fixed
120428724,IVPREM,DISORDERLY,24xx,B2,315,07/11/2012 10:40:00 PM,Unarmed,No,No,First,2012,7,Wednesday,Part Two,768048.9904,2939721.52,WAUMBECK ST,,(42.31400135, -71.08633955),42.31400135, -71.08633955
120431495,IVPER ,DISORDERLY,24xx,B3,437,07/13/2012 02:41:00 PM,Knife,No,No,Day,2012,7,Friday,Part Two,771005.2327,2930486.96,DARLINGTON ST,NORFOLK ST,(42.28862136, -71.07557956),42.28862136, -71.07557956
120432587,ABRPT ,DISORDERLY,24xx,E18,522,07/14/2012 12:29:00 AM,Unarmed,No,No,Last,2012,7,Saturday,Part Two,757605.5093,2917060.857,HYDE PARK AV,,(42.25195136, -71.12531955),42.25195136, -71.12531955
120432681,ARREST,DISORDERLY,24xx,B2,291,07/14/2012 12:42:00 AM,Unarmed,No,No,Last,2012,7,Saturday,Part Two,766393.6581,2944822.794,HIGHLAND ST,,(42.32802135, -71.09236955),42.32802135, -71.09236955
120433529,ROBRPT,DISORDERLY,24xx,C11,347,07/14/2012 12:38:00 PM,Unarmed,No,No,Day,2012,7,Saturday,Part Two,775110.721,2937115.057,HECLA ST,,(42.30675215, -71.06028047),42.30675215, -71.06028047
120435257,ARREST,DISORDERLY,24xx,E18,518,07/15/2012 02:44:00 AM,Unarmed,No,No,Last,2012,7,Sunday,Part Two,757957.4309,2915197.248,GLENWOOD AV,,(42.2468332, -71.12405003),42.2468332, -71.12405003
120439533,PARTY ,DISORDERLY,24xx,C6,256,07/15/2012 06:20:00 AM,Other,No,No,Last,2012,7,Sunday,Part Two,780565.8978,2941094.309,SOUTH POINT DR,,(42.31759245, -71.0400345),42.31759245, -71.0400345
120436192,ARREST,DISORDERLY,24xx,E13,0,07/15/2012 05:27:00 PM,Unarmed,No,No,First,2012,7,Sunday,Part Two,764765.4479,2940296.197,ATHERTON ST,WASHINGTON ST,(42.31562136, -71.09846955),42.31562136, -71.09846955
120436459,MVA   ,DISORDERLY,24xx,C11,352,07/15/2012 08:02:00 PM,Other,No,No,First,2012,7,Sunday,Part Two,773860.6766,2934837.991,JOSEPHINE ST,,(42.30052136, -71.06494457),42.30052136, -71.06494457
120438436,ARREST,DISORDERLY,24xx,D4,171,07/16/2012 12:00:00 PM,Unarmed,No,No,Day,2012,7,Monday,Part Two,771325.3054,2947669.374,HARRISON AV,,(42.33576635, -71.07407956),42.33576635, -71.07407956
120438856,SSTOP ,DISORDERLY,24xx,E13,645,07/16/2012 08:30:00 PM,Unarmed,No,No,First,2012,7,Monday,Part Two,760530.1714,2939052.183,SEAVERNS AV,CENTRE ST,(42.31226136, -71.11414955),42.31226136, -71.11414955
120441032,PKNIFE,DISORDERLY,24xx,B2,309,07/17/2012 06:30:00 PM,Unarmed,No,No,First,2012,7,Tuesday,Part Two,766804.8797,2942317.77,MARTIN LUTHER KING BLVD,,(42.32114205, -71.09089327),42.32114205, -71.09089327
120443550,INVEST,DISORDERLY,24xx,E13,651,07/18/2012 05:30:00 PM,Unarmed,No,No,First,2012,7,Wednesday,Part Two,760403.9998,2936445.981,SOUTH ST,,(42.30511135, -71.11465955),42.30511135, -71.11465955
120443395,TRANSP,DISORDERLY,24xx,C6,915,07/18/2012 07:00:00 PM,Unarmed,No,No,First,2012,7,Wednesday,Part Two,777547.0987,2945761.175,PILSUDSKI WY,,(42.33044263, -71.05110548),42.33044263, -71.05110548
120446481,ARREST,DISORDERLY,24xx,D4,150,07/20/2012 01:22:00 AM,Unarmed,No,No,Last,2012,7,Friday,Part Two,770930.358,2951474.633,DARTMOUTH ST,,(42.3462135, -71.07547022),42.3462135, -71.07547022
120448213,ARREST,DISORDERLY,24xx,B2,263,07/20/2012 06:35:00 PM,Unarmed,No,No,First,2012,7,Friday,Part Two,770776.8631,2943229.75,BLUE HILL AV,WINTHROP ST,(42.32359135, -71.07618956),42.32359135, -71.07618956
120448219,FIGHT ,DISORDERLY,24xx,E13,0,07/20/2012 06:39:00 PM,Unarmed,No,No,First,2012,7,Friday,Part Two,764562.5768,2940012.814,WASHINGTON ST,,(42.31484635, -71.09922455),42.31484635, -71.09922455
120448799,ARREST,DISORDERLY,24xx,B2,263,07/20/2012 11:39:00 PM,Unarmed,No,No,First,2012,7,Friday,Part Two,770776.8631,2943229.75,BLUE HILL AV,WINTHROP ST,(42.32359135, -71.07618956),42.32359135, -71.07618956
120449144,IVPER ,DISORDERLY,24xx,A1,117,07/21/2012 01:30:00 AM,Unarmed,No,No,Last,2012,7,Saturday,Part Two,774149.6718,2953434.321,LAGRANGE ST,,(42.35154635, -71.06352456),42.35154635, -71.06352456
120452844,INVEST,DISORDERLY,24xx,C11,450,07/22/2012 08:58:00 PM,Unarmed,No,No,First,2012,7,Sunday,Part Two,772050.1409,2931472.481,WASHINGTON ST,,(42.29131136, -71.07169956),42.29131136, -71.07169956
120453176,TRANSP,DISORDERLY,24xx,D4,273,07/23/2012 12:20:00 AM,Unarmed,No,No,Last,2012,7,Monday,Part Two,770198.2968,2947572.668,WASHINGTON ST,LENOX ST,(42.33551635, -71.07824956),42.33551635, -71.07824956
120455050,ARREST,DISORDERLY,24xx,D4,620,07/23/2012 08:43:00 PM,Unarmed,No,No,First,2012,7,Monday,Part Two,767541.5577,2951821.658,BOYLSTON ST,,(42.34721134, -71.08799955),42.34721134, -71.08799955
120457968,ARREST,DISORDERLY,24xx,A1,121,07/25/2012 01:45:00 AM,Unarmed,No,No,Last,2012,7,Wednesday,Part Two,773488.0855,2953009.866,WARRENTON ST,,(42.35039089, -71.06598003),42.35039089, -71.06598003
120458653,ARREST,DISORDERLY,24xx,B2,308,07/25/2012 11:18:00 AM,Other,No,No,Day,2012,7,Wednesday,Part Two,768211.8718,2942382.614,WALNUT AV,DALE ST,(42.32130136, -71.08568956),42.32130136, -71.08568956
120462204,ARREST,DISORDERLY,24xx,B3,468,07/26/2012 08:10:00 PM,Unarmed,No,No,First,2012,7,Thursday,Part Two,765434.0731,2927570.023,HAZELTON ST,,(42.28069131, -71.09622017),42.28069131, -71.09622017
120462374,ARREST,DISORDERLY,24xx,A7,6,07/26/2012 09:40:00 PM,Unarmed,No,No,First,2012,7,Thursday,Part Two,789817.7931,2966127.316,SARATOGA ST,BARNES AV,(42.38614134, -71.00528958),42.38614134, -71.00528958
120468960,IVPER ,DISORDERLY,24xx,C11,461,07/27/2012 11:30:00 PM,Unarmed,No,No,First,2012,7,Friday,Part Two,771675.6285,2936276.22,GENEVA AV,COLUMBIA RD,(42.30449824, -71.07299484),42.30449824, -71.07299484
120466579,IVPREM,DISORDERLY,24xx,B2,258,07/28/2012 05:00:00 PM,Other,No,No,First,2012,7,Saturday,Part Two,772831.4244,2940580.485,MONADNOCK ST,,(42.31629339, -71.06864178),42.31629339, -71.06864178
120467180,FIGHT ,DISORDERLY,24xx,B2,184,07/28/2012 10:30:00 PM,Unarmed,No,No,First,2012,7,Saturday,Part Two,773466.0518,2941747.796,HUMPHREYS ST,,(42.31948771, -71.06627339),42.31948771, -71.06627339
120467500,SSTOP ,DISORDERLY,24xx,E18,0,07/29/2012 01:20:00 AM,Unarmed,No,No,Last,2012,7,Sunday,Part Two,759984.2985,2917583.439,BEACON ST,,(42.25335637, -71.11652455),42.25335637, -71.11652455
120467561,ARREST,DISORDERLY,24xx,C11,0,07/29/2012 01:52:00 AM,Other,No,No,Last,2012,7,Sunday,Part Two,774051.5089,2940700.052,STOUGHTON ST,,(42.31660446, -71.06412844),42.31660446, -71.06412844
120792146,ARREST,DISORDERLY,24xx,E5,675,07/30/2012 07:30:00 PM,Unarmed,No,No,First,2012,7,Monday,Part Two,753646.5842,2930057.268,AINSWORTH ST,SOUTH ST,(42.28766136, -71.13973954),42.28766136, -71.13973954
120471381,ARREST,DISORDERLY,24xx,C6,936,07/30/2012 08:46:00 PM,Unarmed,No,No,First,2012,7,Monday,Part Two,776896.7693,2949138.887,COSTELLO CIRCLE,,(42.33972055, -71.05344511),42.33972055, -71.05344511
120472368,IVPER ,DISORDERLY,24xx,E13,0,07/31/2012 10:20:00 AM,Unarmed,No,No,Day,2012,7,Tuesday,Part Two,761511.4749,2935050.552,ARBORWAY,,(42.30126842, -71.11058908),42.30126842, -71.11058908
120474162,ARREST,DISORDERLY,24xx,A1,94,08/01/2012 02:23:00 AM,Unarmed,No,No,Last,2012,8,Wednesday,Part Two,776836.1956,2956349.079,COMMERCIAL ST,,(42.35950634, -71.05352956),42.35950634, -71.05352956
120475038,ARREST,DISORDERLY,24xx,A1,93,08/01/2012 01:00:00 PM,Unarmed,No,No,Day,2012,8,Wednesday,Part Two,776216.1627,2956559.033,FANEUIL HALL SQ,,(42.36009134, -71.05581956),42.36009134, -71.05581956
120475889,ARREST,DISORDERLY,24xx,B3,476,08/01/2012 07:40:00 PM,Unarmed,No,No,First,2012,8,Wednesday,Part Two,766106.3913,2923092.665,BLUE HILL AV,,(42.26839636, -71.09381455),42.26839636, -71.09381455
120478136,ABIP  ,DISORDERLY,24xx,E13,579,08/02/2012 06:18:00 PM,Unarmed,No,No,First,2012,8,Thursday,Part Two,763458.9812,2942937.632,CENTRE ST,,(42.32288635, -71.10325455),42.32288635, -71.10325455
120477920,IVPREM,DISORDERLY,24xx,B2,258,08/02/2012 09:44:00 PM,Unarmed,No,No,First,2012,8,Thursday,Part Two,773226.8846,2940812.425,VIRGINIA ST,,(42.31692434, -71.06717527),42.31692434, -71.06717527
120478990,NOISE ,DISORDERLY,24xx,E18,542,08/03/2012 01:30:00 AM,Other,No,No,Last,2012,8,Friday,Part Two,756821.9735,2917201.681,BUSINESS ST,,(42.25234721, -71.12821136),42.25234721, -71.12821136
120478974,FIGHT ,DISORDERLY,24xx,D4,130,08/03/2012 01:47:00 AM,Unarmed,No,No,Last,2012,8,Friday,Part Two,769682.0757,2951649.883,HUNTINGTON AV,,(42.34671135, -71.08008456),42.34671135, -71.08008456
120480132,UNK   ,DISORDERLY,24xx,D4,962,08/03/2012 02:44:00 PM,Unarmed,No,No,Day,2012,8,Friday,Part Two,771714.5582,2949846.952,W DEDHAM ST,,(42.34173635, -71.07259955),42.34173635, -71.07259955
120480914,IVPER ,DISORDERLY,24xx,E13,577,08/03/2012 08:40:00 PM,Unarmed,No,No,First,2012,8,Friday,Part Two,764109.2722,2939781.101,EGLESTON ST,,(42.31421635, -71.10090455),42.31421635, -71.10090455
120481321,IVPER ,DISORDERLY,24xx,C6,915,08/03/2012 09:30:00 PM,Unarmed,No,No,First,2012,8,Friday,Part Two,,,JAMES ONEILL ST,,(0.0, 0.0),0.0, 0.0
120492673,IVPER ,DISORDERLY,24xx,B2,459,08/03/2012 11:10:00 PM,Unarmed,No,No,First,2012,8,Friday,Part Two,769516.8457,2936724.604,WASHINGTON ST,COLUMBIA RD,(42.305758, -71.080967),42.305758, -71.080967
120485615,ARREST,DISORDERLY,24xx,A1,114,08/05/2012 09:58:00 PM,Unarmed,No,No,First,2012,8,Sunday,Part Two,776084.0039,2953178.441,ATLANTIC AV,,(42.35081682, -71.05637359),42.35081682, -71.05637359
120485686,CD19  ,DISORDERLY,24xx,B2,326,08/05/2012 10:23:00 PM,Unarmed,No,No,First,2012,8,Sunday,Part Two,769622.4088,2939045.907,BLUE HILL AV,,(42.31212635, -71.08053456),42.31212635, -71.08053456
120485962,INVEST,DISORDERLY,24xx,C11,361,08/06/2012 02:20:00 AM,Unarmed,No,No,Last,2012,8,Monday,Part Two,775438.1029,2936363.917,DORCHESTER AV,,(42.30468635, -71.05908456),42.30468635, -71.05908456
120486416,IVPER ,DISORDERLY,24xx,C11,344,08/06/2012 10:20:00 AM,Unarmed,No,No,Day,2012,8,Monday,Part Two,773039.4863,2935130.821,GENEVA AV,,(42.30133635, -71.06797456),42.30133635, -71.06797456
120486514,ARREST,DISORDERLY,24xx,C6,226,08/06/2012 11:06:00 AM,Other,No,No,Day,2012,8,Monday,Part Two,782071.9089,2947364.759,E 4TH ST,,(42.33477635, -71.03433957),42.33477635, -71.03433957
120487444,THREAT,DISORDERLY,24xx,B3,468,08/06/2012 06:15:00 PM,Unarmed,No,No,First,2012,8,Monday,Part Two,765434.0731,2927570.023,HAZELTON ST,,(42.28069131, -71.09622017),42.28069131, -71.09622017
120488251,MVA   ,DISORDERLY,24xx,B2,184,08/07/2012 01:28:00 AM,Unarmed,No,No,Last,2012,8,Tuesday,Part Two,773254.3011,2941576.766,HUMPHREYS ST,HARROW ST,(42.31902135, -71.06705956),42.31902135, -71.06705956
120488415,ARREST,DISORDERLY,24xx,A1,64,08/07/2012 04:05:00 AM,Unarmed,No,No,Last,2012,8,Tuesday,Part Two,772536.2528,2957381.922,FRUIT ST,,(42.36240114, -71.06941954),42.36240114, -71.06941954
120488407,ARREST,DISORDERLY,24xx,B2,282,08/07/2012 04:10:00 AM,Unarmed,No,No,Last,2012,8,Tuesday,Part Two,768218.0809,2945064.255,WASHINGTON ST,,(42.3286598, -71.08561842),42.3286598, -71.08561842
120492981,ARREST,DISORDERLY,24xx,B2,183,08/08/2012 02:30:00 AM,Other,No,No,Last,2012,8,Wednesday,Part Two,772439.4442,2943075.903,BURRELL ST,,(42.32314635, -71.07004456),42.32314635, -71.07004456
120492049,IVPER ,DISORDERLY,24xx,A7,29,08/08/2012 10:30:00 AM,Unarmed,No,No,Day,2012,8,Wednesday,Part Two,781035.0096,2960086.803,BREMEN ST,MAVERICK ST,(42.36970135, -71.03791957),42.36970135, -71.03791957
120649655,LMUSIC,DISORDERLY,24xx,D14,786,08/08/2012 04:00:00 PM,Other,No,No,First,2012,8,Wednesday,Part Two,753025.5063,2950243.078,WASHINGTON ST,,(42.34305953, -71.1417215),42.34305953, -71.1417215
120495151,ARREST,DISORDERLY,24xx,A1,75,08/09/2012 12:45:00 AM,Unarmed,No,No,Last,2012,8,Thursday,Part Two,774170.8689,2958006.189,CAUSEWAY ST,STANIFORD ST,(42.36409135, -71.06335957),42.36409135, -71.06335957
120495229,ARREST,DISORDERLY,24xx,B2,265,08/10/2012 12:53:00 AM,Other,No,No,Last,2012,8,Friday,Part Two,769829.6122,2941867.447,CLIFFORD ST,,(42.31986599, -71.0797171),42.31986599, -71.0797171
120497734,UNK   ,DISORDERLY,24xx,A1,115,08/11/2012 02:46:00 AM,Unarmed,No,No,Last,2012,8,Saturday,Part Two,775628.9129,2952791.433,KNEELAND ST,,(42.34976134, -71.05806456),42.34976134, -71.05806456
120499941,TRESPS,DISORDERLY,24xx,C11,370,08/12/2012 01:00:00 AM,Unarmed,No,No,Last,2012,8,Sunday,Part Two,778743.1088,2932407.163,MORRISSEY BL,,(42.29378129, -71.04694474),42.29378129, -71.04694474
120501399,IVPER ,DISORDERLY,24xx,C6,819,08/12/2012 02:10:00 AM,Unarmed,No,No,Last,2012,8,Sunday,Part Two,780017.8828,2941154.74,MT VERNON ST,,(42.31776637, -71.04205955),42.31776637, -71.04205955
120500199,NOISE ,DISORDERLY,24xx,B2,258,08/12/2012 03:27:00 AM,Unarmed,No,No,Last,2012,8,Sunday,Part Two,773099.0777,2941253.463,DUDLEY ST,MONADNOCK ST,(42.31813635, -71.06763956),42.31813635, -71.06763956
120501172,IVPER ,DISORDERLY,24xx,B3,908,08/12/2012 04:10:00 PM,Unarmed,No,No,First,2012,8,Sunday,Part Two,767289.676,2932933.422,SHANDON RD,AMERICAN LEGION HY,(42.29538451, -71.08926776),42.29538451, -71.08926776
120501971,IVPREM,DISORDERLY,24xx,B3,908,08/12/2012 11:45:00 PM,Unarmed,No,No,First,2012,8,Sunday,Part Two,767289.676,2932933.422,SHANDON RD,,(42.29538451, -71.08926776),42.29538451, -71.08926776
120503602,IVPER ,DISORDERLY,24xx,D4,629,08/13/2012 07:30:00 PM,Unarmed,No,No,First,2012,8,Monday,Part Two,763273.1791,2951498.962,ABERDEEN ST,,(42.34638135, -71.10379454),42.34638135, -71.10379454
120503967,ARREST,DISORDERLY,24xx,E13,304,08/14/2012 12:38:00 AM,Unarmed,No,No,Last,2012,8,Tuesday,Part Two,764811.1341,2940358.364,COLUMBUS AV,WASHINGTON ST,(42.31579136, -71.09829955),42.31579136, -71.09829955
120505652,ABIP  ,DISORDERLY,24xx,E13,651,08/14/2012 06:01:00 PM,Unarmed,No,No,First,2012,8,Tuesday,Part Two,760482.3248,2935276.536,NEW WASHINGTON ST,SOUTH ST,(42.30190136, -71.11438955),42.30190136, -71.11438955
120511639,IVPER ,DISORDERLY,24xx,A1,115,08/17/2012 09:53:00 AM,Other,No,No,Day,2012,8,Friday,Part Two,775560.6384,2953186.484,BEACH ST,,(42.35084634, -71.05830956),42.35084634, -71.05830956
120512801,ARREST,DISORDERLY,24xx,C11,366,08/17/2012 06:16:00 PM,Other,No,No,First,2012,8,Friday,Part Two,775079.9488,2930797.313,EDWIN ST,,(42.28941636, -71.06051457),42.28941636, -71.06051457
120513563,ARREST,DISORDERLY,24xx,B3,441,08/18/2012 01:09:00 AM,Unarmed,No,No,Last,2012,8,Saturday,Part Two,768579.1911,2932394.139,TALBOT AV,,(42.29388755, -71.08451125),42.29388755, -71.08451125
120513716,LMUSIC,DISORDERLY,24xx,B3,420,08/18/2012 02:37:00 AM,Unarmed,No,No,Last,2012,8,Saturday,Part Two,769198.3224,2927429.483,MORTON ST,,(42.28025592, -71.08231276),42.28025592, -71.08231276
120515869,IVPER ,DISORDERLY,24xx,C6,256,08/18/2012 10:30:00 PM,Unarmed,No,No,First,2012,8,Saturday,Part Two,780248.572,2942010.554,N POINT DR,OCEAN VIEW DR,(42.32011135, -71.04118957),42.32011135, -71.04118957
120517407,SSTOP ,DISORDERLY,24xx,B2,268,08/19/2012 08:51:00 PM,Unarmed,No,No,First,2012,8,Sunday,Part Two,769932.3318,2945033.123,DUDLEY ST,DEARBORN ST,(42.32855135, -71.07927956),42.32855135, -71.07927956
120526415,IVPER ,DISORDERLY,24xx,B2,261,08/22/2012 11:30:00 PM,Unarmed,No,No,First,2012,8,Wednesday,Part Two,771888.2764,2942305.988,DUDLEY ST,HOWARD AV,(42.32104128, -71.07209693),42.32104128, -71.07209693
120526506,SSTOP ,DISORDERLY,24xx,D4,624,08/23/2012 09:40:00 PM,Unarmed,No,No,First,2012,8,Thursday,Part Two,765380.3957,2951793.104,LANSDOWNE ST,,(42.34716136, -71.09599455),42.34716136, -71.09599455
120528336,TRANSP,DISORDERLY,24xx,D4,158,08/24/2012 06:05:00 AM,Unarmed,No,No,Last,2012,8,Friday,Part Two,771521.553,2950057.353,W DEDHAM ST,,(42.34231635, -71.07330956),42.34231635, -71.07330956
120528816,TRESPS,DISORDERLY,24xx,B2,261,08/24/2012 06:00:00 PM,Unarmed,No,No,First,2012,8,Friday,Part Two,772025.179,2942098.979,DUDLEY ST,HOWARD AV,(42.32047135, -71.07159456),42.32047135, -71.07159456
120528917,FIGHT ,DISORDERLY,24xx,D4,273,08/24/2012 10:37:00 PM,Unarmed,No,No,First,2012,8,Friday,Part Two,770198.2968,2947572.668,WASHINGTON ST,,(42.33551635, -71.07824956),42.33551635, -71.07824956
120529134,ARREST,DISORDERLY,24xx,C6,207,08/25/2012 12:28:00 AM,Unarmed,No,No,Last,2012,8,Saturday,Part Two,779593.8607,2953167.635,SEAPORT BL,,(42.35073634, -71.04338956),42.35073634, -71.04338956
120530553,DISTRB,DISORDERLY,24xx,B2,321,08/25/2012 05:19:00 PM,Unarmed,No,No,First,2012,8,Saturday,Part Two,768915.3145,2939171.46,WARREN AV,,(42.31248039, -71.0831465),42.31248039, -71.0831465
120530758,ARREST,DISORDERLY,24xx,B2,330,08/25/2012 06:30:00 PM,Unarmed,No,No,First,2012,8,Saturday,Part Two,768497.2779,2936531.338,BLUE HILL AV,SEAVER ST,(42.30524136, -71.08473956),42.30524136, -71.08473956
120531205,PARTY ,DISORDERLY,24xx,B2,290,08/25/2012 10:52:00 PM,Unarmed,No,No,First,2012,8,Saturday,Part Two,766226.6627,2946460.819,TREMONT ST,,(42.33251834, -71.0929582),42.33251834, -71.0929582
120531266,FIGHT ,DISORDERLY,24xx,A1,79,08/25/2012 11:21:00 PM,Unarmed,No,No,First,2012,8,Saturday,Part Two,775818.7432,2958663.368,ENDICOTT ST,N MARGIN ST,(42.36587134, -71.05724957),42.36587134, -71.05724957
120531210,IVLIC ,DISORDERLY,24xx,E5,290,08/26/2012 01:10:00 AM,Unarmed,No,No,Last,2012,8,Sunday,Part Two,753865.1156,2929250.258,NEWBURG ST,,(42.28544433, -71.13894454),42.28544433, -71.13894454
120531777,IVPER ,DISORDERLY,24xx,B2,258,08/26/2012 03:30:00 AM,Other,No,No,Last,2012,8,Sunday,Part Two,773099.0777,2941253.463,DUDLEY ST,MONADNOCK ST,(42.31813635, -71.06763956),42.31813635, -71.06763956
120535832,LMUSIC,DISORDERLY,24xx,D14,924,08/27/2012 01:49:00 AM,Unarmed,No,No,Last,2012,8,Monday,Part Two,752459.245,2950665.928,WASHINGTON ST,,(42.34422635, -71.14380953),42.34422635, -71.14380953
120537227,FIGHT ,DISORDERLY,24xx,A15,900,08/28/2012 05:08:00 PM,Unarmed,No,No,First,2012,8,Tuesday,Part Two,776335.4643,2963483.825,MEDFORD ST,,(42.37909134, -71.05524456),42.37909134, -71.05524456
120537571,REQP  ,DISORDERLY,24xx,D4,172,08/28/2012 07:30:00 PM,Unarmed,No,No,First,2012,8,Tuesday,Part Two,771648.9274,2946756.281,MASSACHUSETTS AV,,(42.33325635, -71.07289955),42.33325635, -71.07289955
120537783,SSTOP ,DISORDERLY,24xx,B2,311,08/28/2012 09:09:00 PM,Unarmed,No,No,First,2012,8,Tuesday,Part Two,769266.5575,2941287.196,WARREN ST,MAYWOOD ST,(42.31828136, -71.08180956),42.31828136, -71.08180956
120548641,HARPT ,DISORDERLY,24xx,C6,200,08/29/2012 05:00:00 PM,Unarmed,No,No,First,2012,8,Wednesday,Part Two,,,OLD COLONY AV,,(0.0, 0.0),0.0, 0.0
120541193,DISTRB,DISORDERLY,24xx,C11,402,08/30/2012 12:38:00 PM,Unarmed,No,No,Day,2012,8,Thursday,Part Two,772155.9576,2928355.501,WASHINGTON ST,,(42.28275671, -71.07136636),42.28275671, -71.07136636
120542297,PROSTI,DISORDERLY,24xx,C11,361,08/30/2012 09:09:00 PM,Other,No,No,First,2012,8,Thursday,Part Two,774640.5411,2932323.809,CENTRE ST,DORCHESTER AV,(42.29361136, -71.06210957),42.29361136, -71.06210957
120543126,DISTRB,DISORDERLY,24xx,C11,348,08/31/2012 09:11:00 AM,Unarmed,No,No,Day,2012,8,Friday,Part Two,776075.9865,2936465.618,FREEPORT ST,,(42.30495635, -71.05672456),42.30495635, -71.05672456
120550691,HARPT ,DISORDERLY,24xx,B2,318,08/31/2012 10:00:00 AM,Other,No,No,Day,2012,8,Friday,Part Two,767090.6075,2938085.256,BROOKLEDGE ST,,(42.30952406, -71.08991199),42.30952406, -71.08991199
120800908,IVPREM,DISORDERLY,24xx,E5,711,09/01/2012 12:00:00 PM,Unarmed,No,No,Day,2012,9,Saturday,Part Two,750345.4717,2922091.897,WASHINGTON ST,,(42.26584136, -71.15205954),42.26584136, -71.15205954
120545939,DISTRB,DISORDERLY,24xx,C11,254,09/01/2012 12:45:00 PM,Unarmed,No,No,Day,2012,9,Saturday,Part Two,775805.0763,2938628.897,DORCHESTER AV,,(42.31089635, -71.05768456),42.31089635, -71.05768456
120546282,IVPER ,DISORDERLY,24xx,C11,335,09/01/2012 03:00:00 PM,Unarmed,No,No,Day,2012,9,Saturday,Part Two,773781.9406,2937547.084,BOWDOIN ST,,(42.30795635, -71.06518456),42.30795635, -71.06518456
120546849,ARREST,DISORDERLY,24xx,A7,32,09/01/2012 08:00:00 PM,Unarmed,No,No,First,2012,9,Saturday,Part Two,782085.0952,2959799.15,COTTAGE ST,,(42.36889634, -71.03403958),42.36889634, -71.03403958
120547065,IVPER ,DISORDERLY,24xx,A15,58,09/01/2012 09:07:00 PM,Unarmed,No,No,First,2012,9,Saturday,Part Two,772749.7668,2962744.681,DUNSTABLE ST,,(42.37711366, -71.06852916),42.37711366, -71.06852916
120547421,PARTY ,DISORDERLY,24xx,B2,586,09/02/2012 12:20:00 AM,Unarmed,No,No,Last,2012,9,Sunday,Part Two,764404.729,2944831.596,PARKER HILL AV,,(42.32807135, -71.09972455),42.32807135, -71.09972455
120549583,DISTRB,DISORDERLY,24xx,B2,184,09/02/2012 12:30:00 AM,Unarmed,No,No,Last,2012,9,Sunday,Part Two,773540.7672,2941884.341,HUMPHREYS ST,,(42.31986135, -71.06599456),42.31986135, -71.06599456
120547554,ARREST,DISORDERLY,24xx,B2,586,09/02/2012 01:20:00 AM,Unarmed,No,No,Last,2012,9,Sunday,Part Two,764056.3176,2946278.044,PONTIAC ST,,(42.33204494, -71.10098797),42.33204494, -71.10098797
120547751,ARREST,DISORDERLY,24xx,A7,942,09/02/2012 03:00:00 AM,Unarmed,No,No,Last,2012,9,Sunday,Part Two,788836.8524,2968307.764,FAYWOOD AV,,(42.39214002, -71.00887398),42.39214002, -71.00887398
120549821,IVPER ,DISORDERLY,24xx,C6,207,09/03/2012 03:09:00 AM,Other,No,No,Last,2012,9,Monday,Part Two,778984.2523,2953936.969,NORTHERN AV,,(42.35285634, -71.04562956),42.35285634, -71.04562956
120551706,MISC  ,DISORDERLY,24xx,C6,256,09/03/2012 11:10:00 PM,Unarmed,No,No,First,2012,9,Monday,Part Two,780017.8828,2941154.74,MT VERNON ST,,(42.31776637, -71.04205955),42.31776637, -71.04205955
120626922,IVPER ,DISORDERLY,24xx,D14,783,09/05/2012 10:00:00 AM,Unarmed,No,No,Day,2012,9,Wednesday,Part Two,752048.4758,2952718.757,WARREN ST,,(42.34986409, -71.14529739),42.34986409, -71.14529739
120554747,SSTOP ,DISORDERLY,24xx,C11,351,09/05/2012 01:05:00 PM,Unarmed,No,No,Day,2012,9,Wednesday,Part Two,775115.9656,2934571.107,LINCOLN ST,DORCHESTER AV,(42.29977136, -71.06030957),42.29977136, -71.06030957
120557878,ARREST,DISORDERLY,24xx,A7,26,09/06/2012 06:42:00 PM,Unarmed,No,No,First,2012,9,Thursday,Part Two,,,GOVE ST,MERIDIAN ST,(0.0, 0.0),0.0, 0.0
120558081,LMUSIC,DISORDERLY,24xx,B2,288,09/06/2012 07:45:00 PM,Unarmed,No,No,First,2012,9,Thursday,Part Two,768303.1628,2945379.693,ROXANNA ST,SHAWMUT AV,(42.32952424, -71.08529811),42.32952424, -71.08529811
120558540,LMUSIC,DISORDERLY,24xx,B3,444,09/07/2012 12:19:00 AM,Unarmed,No,No,Last,2012,9,Friday,Part Two,769435.6887,2933277.975,HARVARD ST,GLEASON ST,(42.29630136, -71.08132956),42.29630136, -71.08132956
120558585,ARREST,DISORDERLY,24xx,B2,602,09/07/2012 12:43:00 AM,Unarmed,No,No,Last,2012,9,Friday,Part Two,763597.8297,2945932.034,CALUMET ST,ST ALPHONSUS ST,(42.33110135, -71.10268955),42.33110135, -71.10268955
120559975,ARREST,DISORDERLY,24xx,B3,435,09/07/2012 02:46:00 PM,Unarmed,No,No,Day,2012,9,Friday,Part Two,770433.7566,2929619.983,EDSON ST,,(42.2862501, -71.07770745),42.2862501, -71.07770745
120560738,REQP  ,DISORDERLY,24xx,A1,67,09/07/2012 07:38:00 PM,Unarmed,No,No,First,2012,9,Friday,Part Two,773530.4391,2956927.854,CAMBRIDGE ST,,(42.36114134, -71.06574956),42.36114134, -71.06574956
